rid,title,english,synonyms,meaning,conjugation,likes,views,createdAt,updatedAt
9159,mkunguzi,climbing plant,,jina la jumla kwa mimea inayotambaa na kujisokota kwenye miti au mimea mingine,,0,0,2023-02-19 13:59:47.015+00,2023-02-19 13:59:47.015+00
9160,mkunjo,fold| folding action,mpeto,"sehemu iliyopinda katika nguo, karatasi au kitu laini| tendo la kukunja kitu, tendo la kupinda kitu laini",,0,0,2023-02-19 13:59:47.015+00,2023-02-19 13:59:47.015+00
9161,mkuno,scratching| coconut scraping by goats| chewing action,,"hali ya kukwaruza kwa kucha, tendo la kukwangua nazi kwa mbuzi, tendo la kukuna kitu",,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9162,mkunungu,thorny tree with hook-like thorns,mnokoa,mti ulio na miba iliyopinda kama ndoana,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9163,mkunyati,climbing tree,,mti mrefu unaojishikisha kwenye mti mwingine,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9164,mkunyuo,picking action| biting with teeth,,"tendo la kuchubua kitu, umegaji wa kitu kwa meno",,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9165,mkunzo,bracelet made of metal or leather,udodi,namna ya bangili ya uzi inayotengenezwa kutokana na madini au ngozi,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9166,mkuo,rectangular piece of silver,"mche, mkando","kipande cha fedha, dhahabu au sabuni chenye umbo la mstatili",,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9167,mkupi,slender yellow fish found near rivers,,samaki mwembamba mwenye rangi ya njano ambaye hupatikana karibu na mito,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9168,mkupuo,finishing something at once| one of several actions that complete an activity,,hali ya kumaliza jambo au kitu kwa mara moja: Amekunywa maji yote kwa mkupuo mmoja.| mojawapo ya idadi ya matendo yanayotosheleza kumaliza shughuli au jambo fulani: Mchanga wote ulisombwa kwa mikupuo mitano.,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9169,mkupuzi,thief,"mwizi, mkwapuaji",mtu anayekwapua vitu vya watu,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9170,mkure,slender grey-black fish with pointed mouth and long head,,samaki mwembamba wa rangi ya kijivu na nyeusi mgongoni ambaye mdomo wake umechongoka na kichwa chake ni kirefu,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9171,mkuruba,proximity,,hali ya kuwa karibukaribu: Juma na Asha wamekaa mkuruba katika picha hii.,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9172,mkurufunzi,student teacher,,mtu ambaye anasomea kazi katika chuo: Wakurufunzi wamehitimu mafunzo ya ualimu.,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9173,mkurugenzi,director| highly educated person,,"mkuu wa idara kuu ya wizara, shirika au taasisi: Mkurugenzi wa Michezo na Vijana; Mkurugenzi wa Taasisi ya Elimu.| mtu aliyeelimika sana",,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9174,mkurungu,hard tree with few leaves and black core,mkaka,mti mgumu wenye majani machache na kiini cheusi,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9175,mkurupuko,sudden fright causing flight| impulsive action,mtimko,tendo la kumshtua mnyama au mtu na kumfanya akimbie| fanya jambo kwa pupa bila ya kufikiria au kujiandaa: King''ora cha simu yake kilipolia alifanya mkurupuko wa ajabu.,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9176,mkurupusho,act of scaring away,mshtusho,tendo la kufanya mtu au mnyama akurupuke,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9177,mkururo,sequence,,"hali ya kufuatana kwa vitu au mambo, mfuatano wa vitu, kimoja baada ya kingine",,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9178,mkuruti,tree that produces white wood when split,mkarakala,mti ambao ukipasuliwa mbao zake ni nyeupe,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9179,mkuruzo,drawstring,,"kamba inayotiwa ndani ya pindo la nguo kwa mfano gauni, kaptula au suruali kiunoni na inapovutwa wakati wa kuvaa hukaza: Kaptula ya mkuruzo.",,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9180,mkusanyiko,gathering,,"jumla ya vitu, watu au wanyama wengi pamoja",,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9181,mkusanyo,collection,,"kuwepo kwa vitu vilivyowekwa pamoja, tendo la kukusanya",,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9182,mkusi,bird's tail,msusu,"mkia wa ndege, mkia wa kuku",,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9183,mkutano,meeting,,kongamano la watu wanaojadiliana juu ya jambo au wanaosikiliza hotuba,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9184,mkutubi,librarian,,mtu anayefanya kazi katika maktaba hasa ya vitabu,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9185,mkutuo,pulling action,,"tendo la kuvuta kitu kwa nguvu kwa ghafla, hali ya kukutua",,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9186,mkuu,leader,,mtu au kiongozi mwenye mamlaka juu ya watu wengine katika jamii au sehemu ya kazi,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9187,mkuyati,aphrodisiac food,,kitu chochote kwa mfano pweza na kungumanga ambacho mtu akikila humtia ashiki,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9188,mkuyu,fig tree,,mti mkubwa unaoota sana kando ya mito au msituni wenye shina la njano isiyokoza ambao matunda yake huotea shinani na kwenye matawi,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9189,mkwachuro,disease that hardens coconut trees,,ugonjwa wa mnazi kuwa mgumu na kukunjikakunjika na nazi kupasuka na kutoa ute mzito unaonata,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9190,mkwaju,tamarind tree,,"mti usiopukutisha majani wenye majani madogo, matunda marefu ya kijani yakiwa mabichi na yakikomaa huwa kahawia, huliwa na yana ladha ya uchachu, hutengeneza kinywaji na hutumiwa kama kiungo cha kitoweo",,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9191,mkwakwa,climbing plant with edible fruits,,mmea unaotanda juu ya vichaka ambao matunda yake huliwa,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9192,mkwakwara,small tree with small leaves used as vegetables,,mti mdogo wenye majani madogo ambayo hutumiwa kama mboga,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9193,mkwamba,tree similar to mhina but with joints used for building poles,,mti unaofanana na mhina lakini wenye mibamiba ambao hufanywa fito za kujengea,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9194,mkwara,tree suitable for making tamarind paste,,mti unaofaa kutengenezea mkwaju na kuni zake huwaka sana,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9195,mkware,promiscuous person,"mwasherati, mshongo, mtiriri",mtu mwenye tabia ya kufanya ngono na watu mbalimbali,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9196,mkwaruzano,scratching action| conflict between two or more disagreeing parties,,"kitendo cha kukwaruzana, hali inayotokana na vitu vinavyosuguana kimoja kikiwa kigumu na chenye ncha kali kukwangua kingine ambacho ni laini| hali ya ugomvi baina ya pande mbili au zaidi zisizopatana",,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9197,mkwaruzo,scratch mark,,alama inayobaki baada ya kitu chenye ncha kukwaruza kingine,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9198,mkwasi,wealthy person,,"mtu mwenye fedha nyingi, mtu tajiri",,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9199,mkwe,parent-in-law| son-in-law or daughter-in-law,,baba au mama wa mume au mke wako| mume au mke wa mwana wako au binti yako,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9200,mkweche,old thing| dilapidated car,,"kitu kilichozeeka, gari bovu lisilotembea",,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9201,mkweli,truthful person,,"mtu anayesema ukweli, mtu asiye mwongo",,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9202,mkweme,climbing plant that produces large fruits with several hard-shelled seeds used for oil,,mmea unaotambaa ambao huzaa matunda makubwa yenye mbegu kadha zilizo na ganda gumu ambalo likimenywa na mbegu yake ikitwangwa hutumiwa kama mafuta ya kuungia mboga,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9203,mkwende,small plant with long leaves and long slender fruit like beans,,mmea mdogo ulio na majani marefu na tunda refu na jembamba kama haragwe,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9204,mkwepuzi,thief| person who borrows without repaying,,mtu anayechukua vitu vya watu bila kupewa na wala kurejesha| mtu anayekopa pasi na kurejesha,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9205,mkwezi,coconut climber,,mtu anayekwea minazi na kuangua nazi,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9206,mkwiji,long slender purse worn around the waist,,mfuko mwembamba mrefu kama mkanda wa kuwekea pesa na vitu vingine ambao huvaliwa kiunoni,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9207,mkwinini,tree whose bark is used to make quinine medicine,,aina ya mti ambao magome yake hutengenezwa dawa ya kwinini,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9208,mkwiro,specially made drum stand,,kigongo kilichotengenezwa maalumu kwa kupigia ngoma,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9209,mla,eater,,mtu mwenye tabia ya kula vitu anuwai,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9210,mlaanifu,cursed person,,"mtu ambaye amelaaniwa, mtu aliyekosa radhi ya wazee",,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9211,mladi,wooden piece used as a shuttle in weaving,,kipande cha mti cha kuzuia uzi wakati wa kufuma nguo,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9212,mlafi,glutton| greedy person,mroho,mtu anayekula sana| mtu asiyetosheka na ambaye anataka kupata kila kitu anachokiona,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9213,mlahaka,reception manner,mapokezi,namna ya kumpokea mtu: Wenyeji wangu walinipa mlahaka mzuri.,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9214,mlaji,eater| consumer,,mtu anayekula kitu| mtu anayetumia huduma au bidhaa,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9215,mlakasa,tree with wide thick leaves that grows on the coast,,mti wenye majani mapana na manene unaoota pwani ambao majani yake hutumiwa kama chambo cha kuvulia samaki,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9216,mlakungu,plant believed to treat swollen testicles,,mmea ambao unadaiwa kuwa ni dawa ya kutibu ufizi uliovimba,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9217,mlala,palm-like plant whose leaves are used for weaving mats,"muwaa, mnyaa","mmea wa jamii ya ukindu ambao majani yake hutumiwa kusukia kili za kufumia majamvi, vikapu na kamba za vitanda",,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9218,mlalahoi,destitute person,,mtu anayeishi maisha ya dhiki kutokana na kuwa na kipato kidogo,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9219,mlalaji,sleepy person,,mtu mwenye mazoea ya kulala wakati wote,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9220,mlalamikaji,complainant,,mtu anayeshitaki,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9221,mlalamishi,complainer,,mtu asiyeridhika na mambo na kujenga tabia ya kulalamalalama kila wakati,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9222,mlalavi,restless sleeper,,"mtu asiyetulia kitandani anapokuwa usingizini, mgaragaraji kitandani",,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9223,mlale,black soot in the kitchen,,utando mweusi unaotokana na moshi unaotanda jikoni hasa ndani ya jiko,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9224,mlaliaji,person who pressures to buy goods at low price,,mtu anayeshinikiza kununua bidhaa kwa bei ya chini,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9225,mlama,plant used as snake venom antidote,,mmea ambao hutumiwa kutengeneza dawa ya kutibu sumu ya nyoka,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9226,mlamba,small black bird with red eyes,,"ndege mdogo aliye mweusi na macho makali mekundu, mkia wenye panda, ambaye ni mkali dhidi ya mwewe na vipanga",,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9227,mlambizu,birds that eat worms and larvae,,ndege wanaokula minyoo na mabuu,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9228,mlamu,brother-in-law| sister-in-law,,ndugu wa kiume wa mume au mke| ndugu wa kike wa mke,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9229,mlandano,sequence| resemblance,,hali ya kulandana kwa vitu; mfanano wa vitu,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9230,mlandege,parasitic plant| clove parasite,ngurukia,"mmea ambao ni kimelea cha mimea mingine, kimelea cha mkarafuu",,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9231,mlangamia,climbing plant that twines around other trees and produces very small fruits,,mmea unaotambaa ambao unajisokota katika miti mingine na kuzaa matunda madogo sana,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9232,mlangilangi,tall tree with fragrant flowers used for making perfume,,mti mrefu wenye maua yanayonukia ambayo hutumiwa kutengeneza marashi,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9233,mlango,lineage,ukoo,watu wa uzawa mmoja,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9234,mlango,chapter,,sehemu moja kati ya sehemu za kitabu ambazo zimegawanywa kulingana na mada zilizojadiliwa katika kitabu,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9235,mlango,doorway| narrow sea passage| door,,"uwazi ulio ukutani unaoruhusu kitu kuingia au kutoka| uwazi unaoruhusu kuingia au kutoka kwa kitu; : Mlango bahari -> njia nyembamba ya bahari inayoingia nchi kavu| kitu kilichotengenezwa kwa ubao, bati, kioo na kadhalika kwa ajili ya kuziba uwazi wa ku",,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9236,mlanguzi,speculator| profiteer| illegal seller,,mtu anayehodhi bidhaa na kuziuza kwa bei ya juu sana| mtu anayenunua bidhaa kwa bei ya chini na kuziuza kwa bei ya juu ili kupata faida| mtu anayeuza bidhaa kwa njia isiyo halali,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9237,mlariba,moneylender,,mtu anayekopesha pesa kwa kutoza riba,,0,0,2023-02-19 13:59:47.016+00,2023-02-19 13:59:47.016+00
9238,mlasa,plant with intertwined branches and white,,"mmea wenye matawi yaliyofungamana na maua ya rangi nyeupe, nyekundu na waridi",,0,0,2023-02-19 13:59:47.109+00,2023-02-19 13:59:47.109+00
9239,mlaso,special food for postpartum women made from fresh animal blood mixed with milk,,chakula maalumu kwa waliojifungua kinachotokana na damu ya mnyama aliye hai kinachochanganywa na damu na maziwa na kunywewa,,0,0,2023-02-19 13:59:47.109+00,2023-02-19 13:59:47.109+00
9240,mlau,procession leader| academic procession leader at university graduation,,mtu anayeongoza halaiki katika mlolongo hasa safarini| kiongozi wa tangamano la wanataaluma wakati wa mahafali katika chuo kikuu,,0,0,2023-02-19 13:59:47.109+00,2023-02-19 13:59:47.109+00
9241,mlawatu,cannibal,,mtu au mnyama anayekula watu,,0,0,2023-02-19 13:59:47.109+00,2023-02-19 13:59:47.109+00
9242,mlawiti,sodomite,mfiraji,mwanamume anayewaingilia wanaume wenzake au wanawake kwa nyuma,,0,0,2023-02-19 13:59:47.109+00,2023-02-19 13:59:47.109+00
9243,mle,demonstrative adjective for inside place,,kivumishi kionyeshi cha mahali ndani,,0,0,2023-02-19 13:59:47.109+00,2023-02-19 13:59:47.109+00
9244,mlegevu,lazy person,"mzembe, mvivu",mtu goigoi,,0,0,2023-02-19 13:59:47.109+00,2023-02-19 13:59:47.109+00
9245,mlei,religious leader,,mtu wa kawaida anayeshughulika na masuala ya dini,,0,0,2023-02-19 13:59:47.109+00,2023-02-19 13:59:47.109+00
9246,mlele,feather on a bird's tail,,unyoya wa mkia wa ndege au jogoo,,0,0,2023-02-19 13:59:47.109+00,2023-02-19 13:59:47.109+00
9247,mlemavu,disabled person,,mtu ambaye viungo vyake vya mwili vina kasoro,,0,0,2023-02-19 13:59:47.109+00,2023-02-19 13:59:47.109+00
9248,mlembe,cloth or cotton worn by women during menstruation,sodo,kitambaa au pamba ambayo wanawake huvaa wanapokuwa katika hedhi,,0,0,2023-02-19 13:59:47.109+00,2023-02-19 13:59:47.109+00
9249,mlembe,red-breasted bird that likes to eat honey,mchocheamvua,ndege mwenye kifua chekundu apendaye kula asali,,0,0,2023-02-19 13:59:47.109+00,2023-02-19 13:59:47.109+00
9250,mlenda,plant whose cooked leaves are slippery and used as food,,mmea ambao majani yake yakipikwa huteleza na hutumiwa kama chakula,,0,0,2023-02-19 13:59:47.109+00,2023-02-19 13:59:47.109+00
9251,mlenge,target competition with four sticks,,mashindano ya kulenga shabaha kwa kutupa vijiti vinne,,0,0,2023-02-19 13:59:47.109+00,2023-02-19 13:59:47.109+00
9252,mlengo,aiming place| place where something looks good,,"mahali panapolengwa, mahali ambapo kitu kinaonekana vizuri",,0,0,2023-02-19 13:59:47.109+00,2023-02-19 13:59:47.109+00
9253,mleo,third line in a three-line verse poem,,mstari wa tatu katika shairi lenye mistari mitatu kwa kila ubeti,,0,0,2023-02-19 13:59:47.109+00,2023-02-19 13:59:47.109+00
9254,mleoleo,swaying state like a drunk person,,hali ya kupepesuka kama afanyavyo mlevi,,0,0,2023-02-19 13:59:47.109+00,2023-02-19 13:59:47.109+00
9255,mleoleo,ship's gunwale,,ukingo wa jahazi,,0,0,2023-02-19 13:59:47.109+00,2023-02-19 13:59:47.109+00
9256,mlete,sail edge,,upindo kwenye tanga,,0,0,2023-02-19 13:59:47.109+00,2023-02-19 13:59:47.109+00
9257,mlevi,drunkard,,"mtu mwenye tabia ya kulewa, mtu anayetumia vitu vyenye kulevya kama vile pombe au dawa za kulevya",,0,0,2023-02-19 13:59:47.109+00,2023-02-19 13:59:47.109+00
9258,mlezi,child caregiver| guardian,yaya,mfanyakazi anayemtunza mtoto wakati wazazi wake wakiwa kazini| mtu anayemlea mtoto asiye wake na kumpatia mahitaji yote mpaka anapojitegemea,,0,0,2023-02-19 13:59:47.109+00,2023-02-19 13:59:47.109+00
9259,mlezi,swollen neck gland,,uvimbe wa tezi ya shingoni,,0,0,2023-02-19 13:59:47.109+00,2023-02-19 13:59:47.109+00
9260,mlezi,baby cradle,,kitanda cha mtoto cha bembea,,0,0,2023-02-19 13:59:47.109+00,2023-02-19 13:59:47.109+00
9261,mli,rope tied to ship's rudder for steering| rope for raising and lowering ship's sail,,kamba ifungwayo usukanini mwa chombo ili kutumiwa kukiongozea chombo hicho| kamba ya kupandishia na kushushia tanga la jahazi,,0,0,2023-02-19 13:59:47.109+00,2023-02-19 13:59:47.109+00
9262,mli,metal ring with holes for slave shackles,,chuma chenye tundu pande zote cha kushikia vikuku vya pingu zilizotumiwa kuwafungia watumwa,,0,0,2023-02-19 13:59:47.109+00,2023-02-19 13:59:47.109+00
9263,mlia,line around a body or object,,mstari unaozunguka mwili au kitu: Watu huvuka barabara mahali penye milia.,,0,0,2023-02-19 13:59:47.109+00,2023-02-19 13:59:47.109+00
9264,mlifi,payer,mlipaji,mtu mwenye kulipa kitu,,0,0,2023-02-19 13:59:47.109+00,2023-02-19 13:59:47.109+00
9265,mlima,mountain,,sehemu kubwa ya ardhi iliyoinuka juu sana: Mlima Kilimanjaro ni mrefu kuliko Mlima Kenya,,0,0,2023-02-19 13:59:47.109+00,2023-02-19 13:59:47.109+00
9266,mlimaji,farm laborer,,mtu anayeajiriwa kulima shamba,,0,0,2023-02-19 13:59:47.109+00,2023-02-19 13:59:47.109+00
9267,mlimao,orange tree variety that produces sweet oranges,,mti wa jamii ya mchungwa unaozaa malimao,,0,0,2023-02-19 13:59:47.109+00,2023-02-19 13:59:47.109+00
9268,mlimau,lime tree,,ni mti wa jamii ya mchungwa unaozaa malimau,,0,0,2023-02-19 13:59:47.109+00,2023-02-19 13:59:47.109+00
9269,mlimaumwitu,wild orange tree,,mfurungu,,0,0,2023-02-19 13:59:47.109+00,2023-02-19 13:59:47.109+00
9270,mlimbiko,pile| doing something in turns,,mkusanyiko wa vitu vilivyodundulizwa na kuwa vingi| ufanyaji jambo kwa zamu: Mlimbiko wa kupika ujao ni wako.,,0,0,2023-02-19 13:59:47.109+00,2023-02-19 13:59:47.109+00
9271,mlimbomlimbo,thorny tree that produces white sticky sap,mchongoma,mti wenye miba laini ambao hutoa utomvu mweupe unaonata,,0,0,2023-02-19 13:59:47.109+00,2023-02-19 13:59:47.109+00
9272,mlimbuko,first harvest| excitement when getting something for the first time,,mazao ya mwanzoni wakati wa kuvuna| msisimko unaompata mtu anapopata kitu kwa mara ya kwanza,,0,0,2023-02-19 13:59:47.109+00,2023-02-19 13:59:47.109+00
9273,mlimbuko,compensation for wasted waiting time| something gained through patience,,kitu apewacho mtu kufidia muda alioupoteza akisubiri jambo| kitu au jambo analopata mtu kutokana na kuwa na subira,,0,0,2023-02-19 13:59:47.109+00,2023-02-19 13:59:47.109+00
9274,mlimbwende,elegant person,mnyange,"mtu mtanashati, mtu mrembo, mtu maridadi",,0,0,2023-02-19 13:59:47.109+00,2023-02-19 13:59:47.109+00
9275,mlimi,talkative person| storyteller,,mtu ambaye anazungumza sana| mtu anayesimulia hadithi kwa muda mrefu,,0,0,2023-02-19 13:59:47.109+00,2023-02-19 13:59:47.109+00
9276,mlimo,farming method,,namna ya kuendesha kilimo,,0,0,2023-02-19 13:59:47.109+00,2023-02-19 13:59:47.109+00
9277,mlimwengu,worldly person,mwanadamu,mtu anayejua kuishi vizuri na watu| mtu anayeishi duniani,,0,0,2023-02-19 13:59:47.109+00,2023-02-19 13:59:47.109+00
9278,mlinda,guard| goalkeeper,,"mwangalizi, mlinda lango au golikipa katika mchezo wa mpira wa miguu",,0,0,2023-02-19 13:59:47.109+00,2023-02-19 13:59:47.109+00
9279,mlindaji,protector,,mtu anayelinda kitu kisiharibiwe au kuibiwa,,0,0,2023-02-19 13:59:47.109+00,2023-02-19 13:59:47.109+00
9280,mlingano,similarity,,"mfanano wa vitu viwili au zaidi, hali ya vitu kufanana",,0,0,2023-02-19 13:59:47.109+00,2023-02-19 13:59:47.109+00
9281,mlingoti,flower stalk| flagpole| ship's mast,,kitu kama shina la mti kinachochomoza katika mkonge na kubeba maua| nguzo iliyokitwa ardhini itumiwayo kutwekea bendera| nguzo ndefu ya kutwekea tanga au bendera chomboni,,0,0,2023-02-19 13:59:47.109+00,2023-02-19 13:59:47.109+00
9282,mlinzi,guard,"askari, mlinda","mtu anayelinda na kuchunga mali isiharibiwe au kuchukuliwa, mtu anayefanya kazi ya kulinda mali au usalama wa mahali",,0,0,2023-02-19 13:59:47.11+00,2023-02-19 13:59:47.11+00
9283,mlio,sound| animal call,,sauti inayotokana na vitu vinavyogongana: Mlio wa magari yaliyogongana ulisikika mbali.| sauti inayotolewa na mnyama au ndege: Mlio huo ni wa simba.,,0,0,2023-02-19 13:59:47.11+00,2023-02-19 13:59:47.11+00
9284,mlio,stick for tying many things together,,kijiti cha kukazia vitu vingi kwa mfano kuni zilizofungwa pamoja,,0,0,2023-02-19 13:59:47.11+00,2023-02-19 13:59:47.11+00
9285,mlipaji,payer,,mtu anayelipa watu fedha au deni,,0,0,2023-02-19 13:59:47.11+00,2023-02-19 13:59:47.11+00
9286,mlipu,slender tree with white trunk,,mti mwembamba wenye shina jeupe na majani madogo na ambao mizizi yake ni dawa ya uvimbe,,0,0,2023-02-19 13:59:47.11+00,2023-02-19 13:59:47.11+00
9287,mlipuko,explosion| outbreak,,"mpasuko wa kitu kwa mfano baruti, bomu au moto unaowaka ghafla na kwa wingi| kuzuka na kuenea kwa janga kwa mfano ugonjwa kwa muda mfupi: Mlipuko wa kipindupindu umedhibitiwa.",,0,0,2023-02-19 13:59:47.11+00,2023-02-19 13:59:47.11+00
9288,mlipwa,paid person,,mtu ambaye analipwa,,0,0,2023-02-19 13:59:47.11+00,2023-02-19 13:59:47.11+00
9289,mlisha,feeder at a feast| animal feeder,mlishi,"mtu anayewapa watu chakula kwenye karamu| mtu anayewapa wanyama majani au malisho mengine, mtu anayewachunga wanyama malishoni",,0,0,2023-02-19 13:59:47.11+00,2023-02-19 13:59:47.11+00
9290,mlishi,feeder,,,,0,0,2023-02-19 13:59:47.11+00,2023-02-19 13:59:47.11+00
9291,mlisho,fish biting bait,,udonoaji wa chambo kwenye ndoana ufanywao na samaki,,0,0,2023-02-19 13:59:47.11+00,2023-02-19 13:59:47.11+00
9292,mliwa,tree whose bark is ground to make perfume paste for women,,mti ambao magome yake husagwa na unga wake kutengeneza rojorojo ambayo wanawake hujipaka kama manukato,,0,0,2023-02-19 13:59:47.11+00,2023-02-19 13:59:47.11+00
9293,mlizamu,funnel| small channel for pouring liquids,mpare,chombo kama bomba ambacho ni kipana upande wa juu na chembamba upande wa chini kitumiwacho kutilia majimaji kwenye kitu kwa mfano chupa au kibuyu chenye mdomo mdogo| mfereji mdogo unaotiririsha maji,,0,0,2023-02-19 13:59:47.11+00,2023-02-19 13:59:47.11+00
9294,mlizi,widow| crying child,,"mtu aghalabu mwanamke aliyefiwa, mwanamke mfiwa| mtoto anayelia sana mara kwa mara",,0,0,2023-02-19 13:59:47.11+00,2023-02-19 13:59:47.11+00
9295,mlo,meal,,chakula kilichokuwa tayari kuliwa: Watu wengi hula mlo mmoja tu kwa siku.,,0,0,2023-02-19 13:59:47.11+00,2023-02-19 13:59:47.11+00
9296,mlohasi,incomplete meal,,mlo usio kamili,,0,0,2023-02-19 13:59:47.11+00,2023-02-19 13:59:47.11+00
9297,mlokole,born-again Christian,,muumini wa dini ya Kikristo anayedai kuwa ameokoka,,0,0,2023-02-19 13:59:47.11+00,2023-02-19 13:59:47.11+00
9298,mlolongo,chain| sequence,"foleni, msururu, mkururo","mfuatano wa vitu, watu au wanyama ulio katika mstari mrefu",,0,0,2023-02-19 13:59:47.11+00,2023-02-19 13:59:47.11+00
